,name,gcn_name,time,trigger_met,ra,dec,lii,bii,error_radius,redshift,luminosity_distance,theta,zenith,arr_flag,distance_to_closest,irfs,lle_bbbd_sig,lle_bbbd_sig_detected,lle_t05,lle_t90,lle_t95,tl0,tl100,tl100_error,tl1,tl0_lower,tl1_upper,like_best_t0,like_best_t1,like_best_ts,like_best_flux,like_best_flux_error,like_best_flux_ene,like_best_flux_ene_error,like_best_fluence,like_best_fluence_error,like_best_grbindex,like_best_grbindex_error,like_best_eiso_rf,like_best_eiso_rf_error,like_lat_t0,like_lat_t1,like_lat_ts,like_lat_flux,like_lat_flux_error,like_lat_flux_ene,like_lat_flux_ene_error,like_lat_fluence,like_lat_fluence_error,like_lat_grbindex,like_lat_grbindex_error,like_lat_eiso_rf,like_lat_eiso_rf_error,like_gbm_t0,like_gbm_t1,like_gbm_ts,like_gbm_flux,like_gbm_flux_error,like_gbm_flux_ene,like_gbm_flux_ene_error,like_gbm_fluence,like_gbm_fluence_error,like_gbm_grbindex,like_gbm_grbindex_error,like_gbm_eiso_rf,like_gbm_eiso_rf_error,like_ext_t0,like_ext_t1,like_ext_ts,like_ext_flux,like_ext_flux_error,like_ext_flux_ene,like_ext_flux_ene_error,like_ext_fluence,like_ext_fluence_error,like_ext_grbindex,like_ext_grbindex_error,like_ext_eiso_rf,like_ext_eiso_rf_error,ext_emission_max_ene,ext_emission_max_ene_p,ext_emission_max_ene_t,ext_emission_n,lat_bpl_chi2,lat_bpl_f0,lat_bpl_f0_error,lat_bpl_index1,lat_bpl_index1_error,lat_bpl_index2,lat_bpl_index2_error,lat_bpl_timebreak,lat_bpl_timebreak_error,lat_spl_chi2,lat_spl_index1,lat_spl_index1_error,lat_f0,lat_f0_error,late_index,late_index_error,su_tsinput,gbm_cat_name,gbm_cat_t05,gbm_cat_t90,gbm_cat_t90_error,gbm_cat_t95,gbm_cat_fluence,gbm_cat_fluence_error,flux_ratio,flux_ene_ratio,fluence_ratio,hardness,flux_ratio_error,flux_ene_ratio_error,fluence_ratio_error,hardness_error,like_gbm-lat_time_difference,gbm-lle_time_difference
157,GRB160314929,b'GRB160314B      ',57461.9290856,479686677.73,167.78,45.71,163.2595,62.7827,0.79,0.0,0.0,60.7196,110.4926,0,3.95,b'P8_TRANSIENT010E              ',0.0,-1,0.0,0.0,0.0,133.42,1152.0,156.77499,1285.42004,65.79,1531.33997,0.0,10000.0,28.4487,1.54945e-06,5.64301e-07,1.24305e-09,8.26181e-10,1.24305e-05,8.26181e-06,-2.14383,0.327521,0.0,0.0,133.42,1285.42004,17.9385,2.34928e-06,0.0,2.60265e-09,0.0,2.99825e-06,0.0,-2.05701,0.395123,0.0,0.0,-3.84,94.722,-3.54482e-08,1.23548e-05,0.0,1.36872e-08,0.0,1.34904e-06,0.0,-5.99694,0.135664,0.0,0.0,94.722,1285.42004,19.8617,2.48361e-06,0.0,2.75147e-09,0.0,3.27617e-06,0.0,-2.06738,0.36806,0.0,0.0,880.0,0.94,628.71997,4.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,b'GRB160314929',-3.84,98.562,5.431,94.722,4.4671e-06,5.8558e-08,5.2589729619287615,5.258947611088698,0.4499424664387559,2.2225063749036353,0.0,0.0,0.0,0.0,-137.26,-3.84
159,GRB160917479,b'GRB160917A      ',57648.4793866,495804623.286,295.668,46.403,79.6595,11.1962,0.01,0.0,0.0,46.1434,89.6863,0,-1.0,b'P8_TRANSIENT020E              ',7.1,1,-0.117,0.443,0.326,-666.0,0.0,-666.0,-666.0,0.0,-1332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.256,19.2,-7.2585e-07,3.41102e-05,0.0,3.7789e-08,0.0,7.35222e-07,0.0,-0.567297,1.77098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-670.0,-670.0,-666.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'GRB160917479',-0.256,19.456,5.638,19.2,5.2324e-06,6.1881e-08,inf,inf,inf,0.0,,,,,-0.256,-0.6990000000000001
160,GRB131029973,b'GRB131029A      ',56594.9727778,404781651.58,200.85,48.03,108.4424,68.1891,0.18,0.0,0.0,59.8236,94.0796,0,1.69,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,38.68,518.51001,50.415,557.19,37.85,657.19,1.024,105.473,222.827,0.00013049,2.82369e-05,5.47098e-08,1.64753e-08,5.71438e-06,1.72083e-06,-2.60216,0.290571,0.0,0.0,38.68,557.19,185.455,2.14735e-05,3.96233e-06,1.12057e-08,3.28275e-09,5.81025e-06,1.70214e-06,-2.40463,0.208975,0.0,0.0,1.024,105.473,222.827,0.00013049,2.82369e-05,5.47098e-08,1.64753e-08,5.71438e-06,1.72083e-06,-2.60216,0.290571,0.0,0.0,105.473,557.19,34.9793,8.13447e-06,2.71738e-06,5.21225e-09,2.94913e-09,2.35446e-06,1.33217e-06,-2.26607,0.328488,0.0,0.0,3200.0,1.0,189.92999,35.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00136992,1.10879,0.171068,-2.21076,0.465509,1.10879,0.171068,110.0,b'GRB131029973',1.024,104.449,7.241,105.473,2.8958e-05,1.2303e-07,6.0767923254243605,4.882318819886308,0.9834998494040704,1.0167769731799425,2.922848954466167,3.02403900923363,0.6091669460553597,0.6324996259173918,-37.656,1.024
163,GRB170306588,b'GRB170306B      ',57818.5884491,510502047.27,154.54,51.55,162.0261,52.3072,0.71,0.0,0.0,54.4082,64.8871,1,2.12,b'P8_TRANSIENT020E              ',0.0,0,0.0,0.0,0.0,21.16,50.37,9.85,71.53,21.05,91.12,0.0,100.0,34.726,2.24172e-05,9.3733e-06,8.591e-09,4.96889e-09,8.591e-07,4.96889e-07,-2.70801,0.631349,0.0,0.0,21.16,47.43,27.2936,4.15868e-05,2.46564e-05,1.48816e-08,1.15418e-08,3.90941e-07,3.03203e-07,-2.80349,0.944694,0.0,0.0,4.608,23.552,6.92352,7.27271e-05,0.0,8.05707e-08,0.0,1.52633e-06,0.0,-2.45326,1.34134,0.0,0.0,23.552,47.43,27.7652,4.61078e-05,2.73318e-05,1.64658e-08,1.27378e-08,3.93171e-07,3.04153e-07,-2.80657,0.945429,0.0,0.0,500.0,1.0,43.25,6.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,b'GRB170306588',4.608,18.944,0.923,23.552,2.692e-05,7.1729e-08,1.7488025046408957,5.414115417697022,3.9042464208154173,0.256131373949277,1.3465666313198401,4.7680353709963175,3.4383363458283784,0.19864839189428232,-16.552,4.608
165,GRB170921168,b'GRB170921B      ',58017.1681829,527659336.51,123.93,52.67,165.8633,33.8215,0.26,0.0,0.0,104.6085,78.1572,0,0.97,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,901.66998,156.89999,156.89999,1058.56995,744.77002,1215.46997,0.0,10000.0,28.3527,7.20915e-07,3.37012e-07,9.43724e-10,7.92149e-10,9.43724e-06,7.92149e-06,-1.93463,0.355795,0.0,0.0,901.66998,1058.56995,9.37244,6.8745e-06,0.0,7.61591e-09,0.0,1.19494e-06,0.0,-2.14981,0.763204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.385,1058.56995,26.4182,1.21792e-06,6.80075e-07,3.206e-09,3.68101e-09,3.2643e-06,3.74794e-06,-1.69806,0.37862,0.0,0.0,2700.0,1.0,901.66998,2.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,b'GRB170921168',1.024,39.361,4.481,40.385,6.564e-05,3.2633e-07,0.0,0.0,0.0,inf,,,,,-901.66998,1.024
167,GRB171102107,b'GRB171102A      ',58059.1066551,531282820.99,187.72,54.01,129.557,62.853,0.82,0.0,0.0,45.3952,64.7506,1,3.28,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,34.91,366.07999,9.84,400.98999,15.23,400.98999,0.0,500.0,38.4674,3.94268e-06,1.29608e-06,1.97027e-09,1.11572e-09,9.85134e-07,5.5786e-07,-2.43865,0.415042,0.0,0.0,34.91,349.89001,25.1686,3.8852e-06,1.7606e-06,1.61404e-09,8.93914e-10,5.0839e-07,2.81565e-07,-2.61214,0.575886,0.0,0.0,7.68,56.065,12.1263,3.38222e-05,0.0,3.74699e-08,0.0,1.81298e-06,0.0,-4.74931,2.16892,0.0,0.0,56.065,349.89001,22.4718,3.38559e-06,1.59503e-06,1.73058e-09,1.3877e-09,5.08489e-07,4.07742e-07,-2.42062,0.579283,0.0,0.0,370.0,0.99,349.89001,8.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000130614,1.01603,0.0673686,-3.0417,0.164134,1.01603,0.0673686,29.0,b'GRB171102107',7.68,48.385,0.572,56.065,2.9167e-05,2.6299e-08,8.7053948316689,23.214976084855394,3.566120498042841,0.28041677238579577,5.860195869291808,17.276627254881046,2.6539140181151275,0.15530507782766498,-27.229999999999997,7.68
169,GRB120915000,b'GRB120915A      ',56185.0004745,369360044.64,240.95,57.04,88.062,44.9119,1.76,0.0,0.0,10.8123,59.2287,0,0.18,b'P8_TRANSIENT020E              ',0.0,0,0.0,0.0,0.0,0.23,0.59,0.34,0.82,0.14,1.41,0.0,10.0,30.7645,5.86507e-05,2.99165e-05,3.69555e-08,3.94703e-08,3.69555e-07,3.94703e-07,-2.27625,0.609063,0.0,0.0,0.23,0.82,8.64062,0.0011651,0.0,1.29075e-06,0.0,7.61544e-07,0.0,-1.70543,0.756142,0.0,0.0,-0.32,0.256,21.0912,0.000544511,0.000386995,1.66678e-07,1.47646e-07,9.60065e-08,8.50439e-08,-3.09406,1.38496,0.0,0.0,0.256,0.82,8.73127,0.00121814,0.0,1.34952e-06,0.0,7.6113e-07,0.0,-1.70442,0.755465,0.0,0.0,250.0,0.99,0.82,2.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,b'GRB120915000',-0.32,0.576,1.318,0.256,5.0545e-07,2.5476e-08,0.4673513003175693,0.129132674801472,0.12606822455432648,7.932212923083333,0.33215603810831684,0.11438775905481308,0.11167299591356508,7.465615671282587,-0.55,-0.32
170,GRB110903111,b'GRB110903A      ',55807.1108102,336710376.42,197.26,58.85,118.6208,58.1307,0.07,0.0,0.0,44.275,93.8597,0,2.75,b'P8_TRANSIENT010E              ',0.0,-1,0.0,0.0,0.0,46.69,323.42999,50.13,370.12,15.2,438.89001,0.0,500.0,48.6763,3.347e-06,1.70264e-06,1.13747e-08,1.02136e-08,5.68734e-06,5.10679e-06,-1.61956,0.320707,0.0,0.0,46.69,370.12,47.7068,3.80195e-06,1.95302e-06,2.28988e-08,2.07966e-08,7.40616e-06,6.72626e-06,-1.44848,0.299116,0.0,0.0,-0.256,340.99799,45.0384,3.57448e-06,1.98049e-06,1.81374e-08,1.7466e-08,6.18946e-06,5.96033e-06,-1.49955,0.330398,0.0,0.0,340.99799,370.12,10.542,5.39999e-05,0.0,5.98238e-08,0.0,1.74219e-06,0.0,-2.14805,0.803659,0.0,0.0,16000.0,1.0,301.35001,4.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,b'GRB110903111',-0.256,341.254,2.288,340.998,3.4703e-05,7.61e-08,0.9401701758308236,0.7920677066047129,0.8357178348833944,1.1965761148791656,0.8517110185423321,1.0731074904698152,1.1322449158096526,1.599927553797925,-46.946,-0.256
172,GRB210306162,b'GRB210306A      ',59279.1624653,636695642.07,130.22,60.22,156.3558,36.7925,0.37,0.0,0.0,15.8996,51.7883,0,4.06,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,6.23,787.25,263.255,793.47998,5.72,1319.47998,0.0,1506.63,24.4976,7.30059e-07,5.21955e-07,1.08981e-09,1.33201e-09,1.64194e-06,2.00685e-06,-1.88639,0.587653,0.0,0.0,6.23,793.47998,11.26,2.02615e-06,0.0,2.24467e-09,0.0,1.76712e-06,0.0,-1.96944,0.540463,0.0,0.0,0.128,9.664,9.77923,8.34981e-05,0.0,9.25033e-08,0.0,8.82112e-07,0.0,-1.88743,0.864387,0.0,0.0,9.664,793.47998,6.26349,1.63268e-06,0.0,1.80876e-09,0.0,1.41773e-06,0.0,-1.91354,0.685057,0.0,0.0,1900.0,1.0,793.47998,3.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,b'GRB210306162',0.128,9.536,0.143,9.664,8.6447e-06,2.4062e-08,41.21022629124201,41.210200163052924,0.4991805876227987,2.0032830298193427,0.0,0.0,0.0,0.0,-6.102,0.128
173,GRB220210998,b'GRB220210A      ',59620.997662,666230203.37,348.14,61.06,111.257,0.4496,0.99,0.0,0.0,16.0184,44.657,0,2.62,b'P8_TRANSIENT020E              ',15.0,1,0.036,0.649,0.685,0.3,6.05,1.995,6.35,0.26,10.3,0.0,13.27,44.3373,9.82957e-05,3.82339e-05,2.10905e-08,8.4945e-09,2.79871e-07,1.12722e-07,-4.91643,1.43267,0.0,0.0,0.3,6.35,42.3547,0.000187513,7.7867e-05,3.98743e-08,1.7672e-08,2.4124e-07,1.06916e-07,-5.02097,1.57307,0.0,0.0,-0.512,43.008,33.5959,3.57046e-05,1.34156e-05,7.45548e-09,2.90175e-09,3.24462e-07,1.26284e-07,-5.25484,1.48365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.99,0.59,7.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,b'GRB220210998',-0.512,43.52,4.471,43.008,1.6531e-06,6.1653e-08,0.1904113314810173,0.1869745675786158,1.3449759575526445,0.7435077143086094,0.1420373382837648,0.14418605718960778,1.0371833981161835,0.56898062786407,-0.812,-1.161
174,GRB161109263,b'GRB161109A      ',57701.2630208,500365129.66,157.85,61.83,146.9343,48.2539,0.39,0.0,0.0,77.8826,112.4844,0,1.04,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,423.35001,467.54999,162.50999,890.90002,394.42001,1186.98999,27.392,890.90002,46.7357,8.27252e-06,2.81376e-06,5.91508e-09,3.5427e-09,5.10772e-06,3.05915e-06,-2.20346,0.329621,0.0,0.0,423.35001,890.90002,42.8587,7.78254e-06,2.72202e-06,5.97908e-09,3.89325e-09,2.79552e-06,1.82029e-06,-2.16562,0.334597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.392,890.90002,46.7357,8.27252e-06,2.81376e-06,5.91508e-09,3.5427e-09,5.10772e-06,3.05915e-06,-2.20346,0.329621,0.0,0.0,3400.0,1.0,594.81,8.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00483586,1.31372,0.477951,-1.31089,1.52178,1.31372,0.477951,41.0,b'GRB161109263',3.84,23.552,1.379,27.392,2.0917e-05,6.0081e-08,0.0,0.0,0.0,inf,,,,,-423.35001,3.84
176,GRB110428388,b'GRB110428A      ',55679.3878472,325675112.4,5.42,65.01,119.7937,2.3197,0.18,0.0,0.0,34.5594,84.348,0,1.48,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,7.28,386.20999,0.275,393.48999,6.73,393.48999,0.0,500.0,63.4976,7.33384e-06,1.91265e-06,8.52209e-09,4.6717e-09,4.26104e-06,2.33585e-06,-1.98067,0.221705,0.0,0.0,7.28,393.48999,54.7927,7.59302e-06,2.22758e-06,1.014e-08,6.29923e-09,3.91618e-06,2.43283e-06,-1.92714,0.239812,0.0,0.0,2.688,8.32,3.69474,0.000152868,0.0,1.69354e-07,0.0,9.53803e-07,0.0,-1.59446,0.698307,0.0,0.0,8.32,393.48999,51.8696,7.20399e-06,2.19368e-06,9.13994e-09,5.84986e-09,3.52043e-06,2.25319e-06,-1.94649,0.253381,0.0,0.0,3000.0,0.94,14.8,9.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00101813,0.980456,0.114551,-2.98503,0.239423,0.980456,0.114551,52.0,b'GRB110428388',2.688,5.632,0.181,8.32,2.1567e-05,1.5428e-07,20.132700822597595,16.701577909270217,0.2435544331465867,4.105858337623179,10.904642268687882,13.163829819993914,0.19196435662889727,2.550662977575034,-4.5920000000000005,2.688
177,GRB110529034,b'GRB110529A      ',55710.0338194,328322924.87,118.33,67.91,147.8849,30.783,1.5,0.0,0.0,29.9601,79.9138,1,-1.0,b'P8_TRANSIENT020E              ',15.0,1,0.015,0.093,0.108,-666.0,0.0,-666.0,-666.0,0.0,-1332.0,0.0,0.384,10.1346,0.00190511,0.0,2.11057e-06,0.0,8.10459e-07,0.0,-5.9999,0.035054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.128,0.384,9.55798,0.00142754,0.0,1.58149e-06,0.0,8.09725e-07,0.0,-6.0,0.00323047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-670.0,-670.0,-666.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'GRB110529034',-0.128,0.512,0.091,0.384,1.4727e-06,1.3262e-08,inf,inf,inf,0.0,,,,,-0.128,-0.221
178,GRB200530031,b'GRB200530A      ',58999.0306713,612492255.568,32.469,69.304,129.8025,7.4852,0.312,0.0,0.0,41.896,79.0732,0,-1.0,b'P8_SOURCE                     ',0.0,0,0.0,0.0,0.0,17.02,84.54,1.53,101.56,16.84,104.44,25.6,101.56,57.746,3.543e-05,1.2482e-05,2.66241e-08,1.68577e-08,2.02237e-06,1.28051e-06,-2.17704,0.339892,0.0,0.0,17.02,101.56,48.1255,3.43884e-05,1.21884e-05,2.16747e-08,1.23559e-08,1.83238e-06,1.04457e-06,-2.27605,0.35604,0.0,0.0,3.072,25.6,12.9734,8.48283e-05,0.0,9.39769e-08,0.0,2.11711e-06,0.0,-4.23736,1.88919,0.0,0.0,25.6,101.56,57.746,3.543e-05,1.2482e-05,2.66241e-08,1.68577e-08,2.02237e-06,1.28051e-06,-2.17704,0.339892,0.0,0.0,1600.0,0.99,98.68,10.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44648e-06,1.01432,0.00892787,-2.96127,0.0182068,1.01432,0.00892787,61.0,b'GRB200530031',3.072,22.528,2.29,25.6,2.3314e-05,3.6629e-08,2.4667707715392404,4.335787807905069,1.1553880745260263,0.8655100585231754,1.4685750928509445,3.273623009881422,0.8723462199721307,0.4933942969425301,-13.948,3.072
180,GRB130502327,b'GRB130502B      ',56414.3272106,389173874.76,66.65,70.83,138.8486,14.9548,0.32,0.0,0.0,46.4341,96.4185,0,2.96,b'P8_TRANSIENT010E              ',8.0,1,13.805,1.563,15.368,12.38,1304.20996,163.345,1316.58997,10.97,1641.87,0.0,500.0,407.343,4.28435e-05,6.16929e-06,4.41784e-08,1.58591e-08,2.20892e-05,7.92953e-06,-2.02952,0.118923,0.0,0.0,12.38,1316.58997,345.18,1.52586e-05,2.22803e-06,1.58419e-08,5.83091e-09,2.06611e-05,7.60473e-06,-2.02664,0.121127,0.0,0.0,7.168,31.488,218.751,0.000263923,5.98497e-05,2.03144e-07,9.09244e-08,4.94046e-06,2.21128e-06,-2.16466,0.228212,0.0,0.0,31.488,1316.58997,238.353,1.13205e-05,1.92449e-06,1.26966e-08,5.57166e-09,1.63165e-05,7.16016e-06,-1.99485,0.139616,0.0,0.0,31000.0,0.97,222.10001,68.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000469661,1.4425,0.0640647,-1.35279,0.135857,1.4425,0.0640647,330.0,b'GRB130502327',7.168,24.32,0.362,31.488,0.00010496,6.4268e-08,17.29667204068525,12.82320933726384,0.23911892396823015,4.182019488063864,7.685688437364674,9.667730712675027,0.18027775655051226,3.193325397297193,-5.212000000000001,5.605
181,GRB170728961,b'GRB170728B      ',57962.9606366,522975804.43,237.43,70.85,105.5221,39.6976,1.01,0.0,0.0,31.4994,68.1481,1,6.15,b'P8_TRANSIENT010E              ',6.6,1,-0.007,0.41,0.403,0.21,469.07001,0.01,469.28,0.19,469.28,0.0,500.0,29.7324,4.1894e-06,1.50957e-06,1.89984e-09,9.84258e-10,9.49919e-07,4.92129e-07,-2.52326,0.433439,0.0,0.0,0.21,469.28,16.8253,5.83793e-06,0.0,6.46755e-09,0.0,3.03373e-06,0.0,-2.48668,0.487028,0.0,0.0,0.0,46.336,21.143,2.02759e-05,9.5647e-06,1.34033e-08,1.25702e-08,6.21056e-07,5.82451e-07,-2.24761,0.525322,0.0,0.0,46.336,469.28,5.55864,4.21391e-06,0.0,4.66838e-09,0.0,1.97446e-06,0.0,-2.88504,0.855708,0.0,0.0,630.0,0.92,9.27,7.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,b'GRB170728961',0.0,46.336,0.81,46.336,4.0192e-06,3.1752e-08,3.473131743614603,2.0723921732340687,0.2047169655836215,4.884792997732893,1.63837182014858,1.9435798718216326,0.19199170657902978,4.730537407610258,-0.21,-0.41
182,GRB081224887,b'GRB81224.0      ',54824.8874421,251846276.41,201.1,72.67,119.5155,44.2389,0.33,0.0,0.0,15.3899,49.2295,1,2.69,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,76.51,262.69,36.19,339.20001,4.13,339.20001,0.0,500.0,26.5333,1.8518e-06,9.27739e-07,3.59755e-09,3.66398e-09,1.79877e-06,1.83199e-06,-1.79568,0.347465,0.0,0.0,76.51,339.20001,17.9181,6.27225e-06,0.0,6.94871e-09,0.0,1.82536e-06,0.0,-1.80754,0.427381,0.0,0.0,0.736,17.184,-6.00106e-06,3.13065e-05,0.0,3.46829e-08,0.0,5.70464e-07,0.0,-4.19763,3229.4,0.0,0.0,17.184,339.20001,18.5935,5.94336e-06,0.0,6.58435e-09,0.0,2.12027e-06,0.0,-1.85581,0.396887,0.0,0.0,1800.0,1.0,177.49001,4.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,b'GRB081224887',0.736,16.448,1.159,17.184,3.7571e-05,1.688e-07,4.991271074973096,4.991271761233381,0.31252136564842004,3.199781230717451,0.0,0.0,0.0,0.0,-75.774,0.736
184,GRB141113346,b'GRB141113A      ',56974.3456366,437559466.5,182.32,77.38,125.9009,39.5042,0.71,0.0,0.0,53.6709,86.4441,0,3.27,b'P8_TRANSIENT020E              ',0.0,0,0.0,0.0,0.0,0.07,3.38,0.14,3.45,0.07,3.73,-0.064,0.384,60.2626,0.00237643,0.00120461,2.27484e-06,2.67668e-06,1.01913e-06,1.19915e-06,-2.06154,0.506086,0.0,0.0,0.08,3.45,39.9371,0.000337918,0.000172078,1.43111e-07,1.12628e-07,4.82284e-07,3.79555e-07,-2.59141,0.730891,0.0,0.0,-0.064,0.384,60.2626,0.00237643,0.00120461,2.27484e-06,2.67668e-06,1.01913e-06,1.19915e-06,-2.06154,0.506086,0.0,0.0,0.384,3.45,9.21492,0.000407087,0.0,4.50991e-07,0.0,1.38274e-06,0.0,-5.99341,2.9269,0.0,0.0,530.0,1.0,0.07,5.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,b'GRB141113346',-0.064,0.448,0.5,0.384,1.474e-07,1.9229e-08,7.032564113187224,15.895633459342749,2.1131325111345185,0.47323108926241003,6.155710065468845,23.423778068401674,3.113898842638208,0.6342005829501826,-0.14400000000000002,-0.064
185,GRB160521385,b'GRB160521B      ',57529.3846991,485514842.03,148.04,79.02,132.3192,34.6023,0.13,0.0,0.0,46.9584,94.5121,1,1.88,b'P8_TRANSIENT010E              ',0.0,0,0.0,0.0,0.0,90.16,2109.20996,258.51501,2199.37012,77.43,2703.66992,0.0,4000.0,58.7281,4.77707e-07,2.09029e-07,2.81641e-09,2.01201e-09,1.12656e-05,8.04804e-06,-1.45485,0.24828,0.0,0.0,90.16,11911.62988,49.6715,1.88974e-07,8.71104e-08,1.44416e-09,1.05125e-09,1.70721e-05,1.24274e-05,-1.3769,0.256298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.136,11911.62988,50.0967,2.02989e-07,9.42085e-08,1.39864e-09,1.01e-09,1.66557e-05,1.20275e-05,-1.40817,0.25669,0.0,0.0,13000.0,1.0,422.62,8.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00106467,1.34961,0.196031,-2.24247,0.508466,1.34961,0.196031,69.0,b'GRB160521385',0.32,2.816,0.628,3.136,1.2129e-05,7.5724e-08,0.0,0.0,0.0,inf,,,,,-90.16,0.32
